L1,C,L1L2,L2,AaA,LoR,Edu.day,Sex,Family,ISO639.3,Enroll,Speaking,morph,lex,new_feat,new_sounds
English,Zimbabwe,EnglishMonolingual,Monolingual,29,2,3,Female,Indo-European,eng ,37,511,0.0094,0.083191,11,19
Hebrew,Israel,HebrewArabic,Arabic,37,12,4,Female,Afro-Asiatic,heb ,93,522,NA,0.595079,25,23
Italian,Albania,ItalianEnglish,English,20,2,3,Female,Indo-European,ita ,78,592,-0.0011,0.358612,17,18
Italian,Germany,ItalianGerman,German,24,6,3,Male,Indo-European,ita ,101,578,-0.0011,0.358612,17,18
Rundi,Burundi,RundiFrench,French,23,2,3,Female,Niger-Congo,xxx ,13,496,0.0623,0.595079,19,20
Tagalog,Philippines,TagalogEnglish,English,25,3,4,Female,Austronesian,tgl ,83,549,0.2423,0.595079,24,22
Kurdish,Iraq,KurdishEnglish,English,26,3,4,Male,Indo-European,kur ,47,530,0.0523,0.4257,11,22
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,41,1,3,Male,Indo-European,srp ,85,476,0.0638,0.395005,11,19
Serbian,Yugoslavia,SerbianAlbanian,Albanian,21,1,3,Female,Indo-European,srp ,85,534,0.0638,0.395005,11,19
English,UnitedKingdom,EnglishMonolingual,Monolingual,27,1,4,Female,Indo-European,eng ,105,494,0.0094,0.083191,11,19
Arabic,Iraq,ArabicRussian,Russian,44,3,4,Male,Afro-Asiatic,ara ,47,510,0.0638,0.595079,21,24
Tagalog,Philippines,TagalogEnglish,English,24,3,3,Female,Austronesian,tgl ,83,499,0.2423,0.595079,24,22
English,Canada,EnglishFrench,French,23,2,4,Female,Indo-European,eng ,101,540,0.0094,0.083191,11,19
Arabic,Morocco,ArabicFrench,French,24,5,3,Female,Afro-Asiatic,ara ,49,578,0.0638,0.595079,21,24
Catalan,Spain,CatalanEnglish,English,22,1,3,Female,Indo-European,cat ,118,533,0.0193,0.39545,17,19
Russian,USSR,RussianEnglish,English,22,8,3,Female,Indo-European,rus ,90,526,0.0468,0.396083,12,22
Spanish,Colombia,SpanishEnglish,English,28,8,3,Female,Indo-European,spa ,82,514,0.0193,0.398649,18,23
German,Germany,GermanEnglish,English,33,1,4,Female,Indo-European,deu ,101,547,-0.0171,0.037325,6,13
English,UnitedStates,EnglishMonolingual,Monolingual,25,3,3,Male,Indo-European,eng ,94,505,0.0094,0.083191,11,19
Fulani,SierraLeone,FulaniEnglish,English,16,2,2,Male,Niger-Congo,fub ,27,520,0.1271,0.595079,17,20
Spanish,Spain,SpanishEnglish,English,31,2,4,Male,Indo-European,spa ,118,470,0.0193,0.398649,18,23
Romanian,Romania,RomanianEnglish,English,25,2,4,Female,Indo-European,ron ,86,487,0.0276,0.41365,24,20
Rundi,Burundi,RundiFrench,French,25,3,3,Female,Niger-Congo,xxx ,13,517,0.0623,0.595079,19,20
Arabic,Sudan,ArabicMonolingual,Monolingual,29,2,1,Female,Afro-Asiatic,ara ,31,493,0.0638,0.595079,21,24
Polish,Poland,PolishEnglish,English,21,1,3,Female,Indo-European,pol ,100,518,0.0479,0.388004,14,25
Fulani,SierraLeone,FulaniEnglish,English,18,3,1,Male,Niger-Congo,fub ,27,449,0.1271,0.595079,17,20
Turkish,Iraq,TurkishTurkish,Turkish,31,6,3,Male,Altaic,tur ,47,483,0.05,0.595079,8,20
Kurdish,Iraq,KurdishArabic,Arabic,26,4,3,Male,Indo-European,kur ,47,521,0.0523,0.4257,11,22
Chinese,China,ChineseMonolingual,Monolingual,34,7,3,Female,Sino-Tibetan,zho ,67,462,0.2937,0.595079,NA,NA
Arabic,Iraq,ArabicKurdish,Kurdish,25,2,4,Female,Afro-Asiatic,ara ,47,521,0.0638,0.595079,21,24
French,France,FrenchEnglish,English,30,2,3,Male,Indo-European,fra ,113,547,0.0128,0.398095,10,15
Albanian,Yugoslavia,AlbanianEnglish,English,26,7,4,Male,Indo-European,sqi ,85,461,0.0412,0.595079,11,21
Bulgarian,Bulgaria,BulgarianEnglish,English,20,4,1,Female,Indo-European,bul ,90,534,0.0642,0.411091,12,21
Spanish,Spain,SpanishFrench,French,24,10,1,Female,Indo-European,spa ,118,546,0.0193,0.398649,18,23
English,Canada,EnglishMonolingual,Monolingual,25,2,3,Female,Indo-European,eng ,101,499,0.0094,0.083191,11,19
Arabic,Morocco,ArabicMonolingual,Monolingual,15,3,1,Male,Afro-Asiatic,ara ,49,513,0.0638,0.595079,21,24
German,Germany,GermanEnglish,English,19,2,3,Male,Indo-European,deu ,101,519,-0.0171,0.037325,6,13
Arabic,Kuwait,ArabicMonolingual,Monolingual,33,6,2,Female,Afro-Asiatic,ara ,95,506,0.0638,0.595079,21,24
Arabic,Morocco,ArabicFrench,French,23,1,4,Male,Afro-Asiatic,ara ,49,507,0.0638,0.595079,21,24
Arabic,Sudan,ArabicEnglish,English,35,3,2,Male,Afro-Asiatic,ara ,31,453,0.0638,0.595079,21,24
English,UnitedKingdom,EnglishGerman,German,35,4,4,Male,Indo-European,eng ,105,497,0.0094,0.083191,11,19
German,Germany,GermanEnglish,English,18,10,4,Female,Indo-European,deu ,101,544,-0.0171,0.037325,6,13
Mongolian,Mongolia,MongolianMonolingual,Monolingual,36,5,3,Female,Altaic,mon ,92,526,0.172,0.595079,21,25
Arabic,Iraq,ArabicEnglish,English,27,1,4,Male,Afro-Asiatic,ara ,47,525,0.0638,0.595079,21,24
German,Germany,GermanItalian,Italian,31,12,1,Female,Indo-European,deu ,101,530,-0.0171,0.037325,6,13
Indonesian,Indonesia,IndonesianEnglish,English,19,3,3,Female,Austronesian,ind ,64,517,0.1461,0.595079,19,20
Portugese,Brazil,PortugeseEnglish,English,28,6,3,Female,Indo-European,por ,106,540,0.0586,0.4087,15,18
Russian,USSR,RussianEnglish,English,31,3,3,Female,Indo-European,rus ,90,487,0.0468,0.396083,12,22
Slovak,Slovakia,SlovakEnglish,English,26,2,4,Male,Indo-European,slk ,94,518,NA,0.381011,NA,NA
Persian,Afghanistan,PersianDutch,Dutch,45,3,4,Male,Indo-European,fas ,19,501,0.0603,0.555295,21,21
Portugese,Brazil,PortugeseEnglish,English,37,4,4,Female,Indo-European,por ,106,485,0.0586,0.4087,15,18
Hungarian,Hungary,HungarianEnglish,English,27,2,4,Female,Uralic,hun ,96,581,0.0101,0.595079,6,13
German,Germany,GermanEnglish,English,39,3,2,Male,Indo-European,deu ,101,558,-0.0171,0.037325,6,13
Hungarian,Yugoslavia,HungarianEnglish,English,22,8,3,Female,Uralic,hun ,85,566,0.0101,0.595079,6,13
Spanish,Mexico,SpanishEnglish,English,28,2,4,Female,Indo-European,spa ,83,528,0.0193,0.398649,18,23
Indonesian,Indonesia,IndonesianEnglish,English,23,0,3,Male,Austronesian,ind ,64,518,0.1461,0.595079,19,20
Romanian,Romania,RomanianEnglish,English,28,2,3,Female,Indo-European,ron ,86,532,0.0276,0.41365,24,20
Polish,Poland,PolishEnglish,English,30,2,3,Female,Indo-European,pol ,100,548,0.0479,0.388004,14,25
Spanish,Peru,SpanishEnglish,English,26,1,4,Female,Indo-European,spa ,85,514,0.0193,0.398649,18,23
Arabic,Tunisia,ArabicEnglish,English,27,4,3,Male,Afro-Asiatic,ara ,85,488,0.0638,0.595079,21,24
Hebrew,Israel,HebrewEnglish,English,26,1,4,Female,Afro-Asiatic,heb ,93,508,NA,0.595079,25,23
German,Germany,GermanEnglish,English,25,14,4,Female,Indo-European,deu ,101,660,-0.0171,0.037325,6,13
Arabic,Sudan,ArabicEnglish,English,32,2,4,Male,Afro-Asiatic,ara ,31,461,0.0638,0.595079,21,24
Albanian,Albania,AlbanianGreek,Greek,30,1,4,Male,Indo-European,sqi ,78,514,0.0412,0.595079,11,21
English,UnitedKingdom,EnglishSpanish,Spanish,31,5,4,Male,Indo-European,eng ,105,576,0.0094,0.083191,11,19
Russian,USSR,RussianRomansch,Romansch,32,4,4,Female,Indo-European,rus ,90,493,0.0468,0.396083,12,22
Tamazight,Morocco,TamazightArabic,Arabic,31,2,4,Female,Afro-Asiatic,tzm ,49,464,0.0838,0.595079,20,26
Arabic,Egypt,ArabicEnglish,English,26,21,3,Male,Afro-Asiatic,ara ,79,450,0.0638,0.595079,21,24
Polish,Poland,PolishEnglish,English,24,2,4,Female,Indo-European,pol ,100,540,0.0479,0.388004,14,25
Greek,Greece,GreekEnglish,English,30,3,2,Male,Indo-European,ell ,102,526,0.0403,0.497357,21,18
English,Cameroon,EnglishFrench,French,23,2,3,Male,Indo-European,eng ,27,449,0.0094,0.083191,11,19
Russian,USSR,RussianPersian,Persian,27,4,4,Female,Indo-European,rus ,90,496,0.0468,0.396083,12,22
Arabic,Algeria,ArabicFrench,French,29,3,3,Male,Afro-Asiatic,ara ,83,505,0.0638,0.595079,21,24
Armenian,Armenia,ArmenianRussian,Russian,12,7,3,Male,Indo-European,hye ,88,656,0.0298,0.492995,21,23
German,Germany,GermanEnglish,English,20,1,3,Female,Indo-European,deu ,101,500,-0.0171,0.037325,6,13
German,Germany,GermanEnglish,English,21,0,3,Female,Indo-European,deu ,101,510,-0.0171,0.037325,6,13
Turkish,Turkey,TurkishMonolingual,Monolingual,26,2,3,Female,Altaic,tur ,79,412,0.05,0.595079,8,20
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,38,6,4,Male,Indo-European,srp ,85,492,0.0638,0.395005,11,19
Arabic,Iraq,ArabicArmenian,Armenian,34,3,3,Female,Afro-Asiatic,ara ,47,508,0.0638,0.595079,21,24
German,Germany,GermanEnglish,English,13,9,3,Female,Indo-European,deu ,101,516,-0.0171,0.037325,6,13
English,Spain,EnglishSpanish,Spanish,25,17,3,Female,Indo-European,eng ,118,516,0.0094,0.083191,11,19
Arabic,Iraq,ArabicEnglish,English,25,2,3,Male,Afro-Asiatic,ara ,47,519,0.0638,0.595079,21,24
Kurdish,Iraq,KurdishArabic,Arabic,42,6,4,Female,Indo-European,kur ,47,540,0.0523,0.4257,11,22
Portugese,Brazil,PortugeseSpanish,Spanish,36,1,3,Female,Indo-European,por ,106,474,0.0586,0.4087,15,18
English,UnitedKingdom,EnglishMonolingual,Monolingual,27,11,2,Male,Indo-European,eng ,105,617,0.0094,0.083191,11,19
Spanish,Mexico,SpanishEnglish,English,31,1,4,Female,Indo-European,spa ,83,503,0.0193,0.398649,18,23
Polish,Poland,PolishEnglish,English,40,1,4,Female,Indo-European,pol ,100,476,0.0479,0.388004,14,25
German,Russia,GermanEnglish,English,22,1,3,Female,Indo-European,deu ,84,518,-0.0171,0.037325,6,13
Spanish,Mexico,SpanishMonolingual,Monolingual,21,3,2,Female,Indo-European,spa ,83,508,0.0193,0.398649,18,23
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,27,7,3,Male,Indo-European,srp ,85,537,0.0638,0.395005,11,19
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,22,3,3,Female,Indo-European,srp ,85,519,0.0638,0.395005,11,19
German,Germany,GermanEnglish,English,30,3,3,Female,Indo-European,deu ,101,601,-0.0171,0.037325,6,13
Serbian,Yugoslavia,SerbianEnglish,English,27,1,4,Female,Indo-European,srp ,85,570,0.0638,0.395005,11,19
French,France,FrenchEnglish,English,28,3,4,Female,Indo-European,fra ,113,483,0.0128,0.398095,10,15
German,Germany,GermanMonolingual,Monolingual,33,3,2,Female,Indo-European,deu ,101,543,-0.0171,0.037325,6,13
Armenian,USSR,ArmenianRussian,Russian,24,5,3,Female,Indo-European,hye ,90,565,0.0298,0.492995,21,23
French,France,FrenchEnglish,English,27,2,1,Male,Indo-European,fra ,113,527,0.0128,0.398095,10,15
Arabic,Iraq,ArabicEnglish,English,33,4,4,Female,Afro-Asiatic,ara ,47,534,0.0638,0.595079,21,24
Turkish,Turkey,TurkishMonolingual,Monolingual,34,22,3,Male,Altaic,tur ,79,379,0.05,0.595079,8,20
Arabic,Morocco,ArabicEnglish,English,12,28,2,Female,Afro-Asiatic,ara ,49,591,0.0638,0.595079,21,24
Kurdish,Iraq,KurdishArabic,Arabic,28,5,3,Female,Indo-European,kur ,47,529,0.0523,0.4257,11,22
German,Germany,GermanFrench,French,24,2,4,Female,Indo-European,deu ,101,600,-0.0171,0.037325,6,13
Arabic,Sudan,ArabicEnglish,English,17,3,3,Male,Afro-Asiatic,ara ,31,453,0.0638,0.595079,21,24
English,Zimbabwe,EnglishFrench,French,22,0,3,Female,Indo-European,eng ,37,528,0.0094,0.083191,11,19
German,Switzerland,GermanEnglish,English,22,8,3,Female,Indo-European,deu ,94,633,-0.0171,0.037325,6,13
Arabic,Iraq,ArabicEnglish,English,37,7,3,Male,Afro-Asiatic,ara ,47,497,0.0638,0.595079,21,24
Arabic,Morocco,ArabicFrench,French,22,1,3,Female,Afro-Asiatic,ara ,49,506,0.0638,0.595079,21,24
Romanian,Romania,RomanianEnglish,English,24,2,1,Female,Indo-European,ron ,86,525,0.0276,0.41365,24,20
German,Germany,GermanEnglish,English,19,0,3,Female,Indo-European,deu ,101,495,-0.0171,0.037325,6,13
Spanish,Chile,SpanishEnglish,English,26,2,4,Female,Indo-European,spa ,91,548,0.0193,0.398649,18,23
Spanish,Spain,SpanishSpanish,Spanish,34,2,4,Male,Indo-European,spa ,118,494,0.0193,0.398649,18,23
Arabic,Egypt,ArabicEnglish,English,38,1,4,Female,Afro-Asiatic,ara ,79,500,0.0638,0.595079,21,24
Japanese,Japan,JapaneseEnglish,English,18,1,3,Female,Japanese,jpn ,101,497,0.175,0.595079,26,20
Polish,Poland,PolishEnglish,English,20,4,3,Female,Indo-European,pol ,100,505,0.0479,0.388004,14,25
Arabic,Sudan,ArabicEnglish,English,27,3,4,Female,Afro-Asiatic,ara ,31,516,0.0638,0.595079,21,24
Russian,USSR,RussianEnglish,English,32,3,1,Female,Indo-European,rus ,90,481,0.0468,0.396083,12,22
Turkish,Turkey,TurkishMonolingual,Monolingual,19,4,3,Female,Altaic,tur ,79,462,0.05,0.595079,8,20
French,France,FrenchMonolingual,Monolingual,28,7,3,Female,Indo-European,fra ,113,573,0.0128,0.398095,10,15
Spanish,Colombia,SpanishMonolingual,Monolingual,25,1,3,Female,Indo-European,spa ,82,478,0.0193,0.398649,18,23
Arabic,Morocco,ArabicFrench,French,19,1,3,Male,Afro-Asiatic,ara ,49,508,0.0638,0.595079,21,24
Arabic,Morocco,ArabicFrench,French,26,1,4,Male,Afro-Asiatic,ara ,49,482,0.0638,0.595079,21,24
Greek,Greece,GreekEnglish,English,28,1,4,Male,Indo-European,ell ,102,530,0.0403,0.497357,21,18
German,Germany,GermanEnglish,English,32,2,4,Female,Indo-European,deu ,101,547,-0.0171,0.037325,6,13
German,Germany,GermanMonolingual,Monolingual,26,2,3,Female,Indo-European,deu ,101,568,-0.0171,0.037325,6,13
Persian,Iran,PersianMonolingual,Monolingual,22,2,3,Female,Indo-European,fas ,77,501,0.0603,0.555295,21,21
French,France,FrenchEnglish,English,36,7,3,Male,Indo-European,fra ,113,519,0.0128,0.398095,10,15
Polish,Poland,PolishEnglish,English,28,3,4,Female,Indo-European,pol ,100,507,0.0479,0.388004,14,25
English,UnitedKingdom,EnglishSpanish,Spanish,46,7,4,Male,Indo-European,eng ,105,527,0.0094,0.083191,11,19
Turkish,Turkey,TurkishEnglish,English,41,3,3,Female,Altaic,tur ,79,499,0.05,0.595079,8,20
Russian,USSR,RussianMonolingual,Monolingual,36,3,3,Female,Indo-European,rus ,90,470,0.0468,0.396083,12,22
Arabic,Iraq,ArabicKurdish,Kurdish,20,2,3,Male,Afro-Asiatic,ara ,47,524,0.0638,0.595079,21,24
Arabic,Morocco,ArabicFrench,French,27,2,4,Female,Afro-Asiatic,ara ,49,493,0.0638,0.595079,21,24
Serbian,Yugoslavia,SerbianItalian,Italian,40,2,4,Male,Indo-European,srp ,85,490,0.0638,0.395005,11,19
Arabic,Morocco,ArabicArabic,Arabic,0,40,1,Male,Afro-Asiatic,ara ,49,486,0.0638,0.595079,21,24
Turkish,Turkey,TurkishEnglish,English,19,1,3,Female,Altaic,tur ,79,457,0.05,0.595079,8,20
Turkish,Turkey,TurkishMonolingual,Monolingual,23,6,3,Male,Altaic,tur ,79,492,0.05,0.595079,8,20
Portugese,Brazil,PortugeseEnglish,English,23,7,1,Male,Indo-European,por ,106,532,0.0586,0.4087,15,18
German,Germany,GermanEnglish,English,32,6,4,Female,Indo-European,deu ,101,569,-0.0171,0.037325,6,13
English,Aruba,EnglishMonolingual,Monolingual,22,1,2,Female,Indo-European,eng ,100,547,0.0094,0.083191,11,19
Polish,Poland,PolishEnglish,English,23,1,1,Female,Indo-European,pol ,100,599,0.0479,0.388004,14,25
Polish,Poland,PolishEnglish,English,26,1,4,Female,Indo-European,pol ,100,556,0.0479,0.388004,14,25
French,France,FrenchEnglish,English,26,3,4,Female,Indo-European,fra ,113,536,0.0128,0.398095,10,15
Spanish,Colombia,SpanishEnglish,English,34,3,3,Male,Indo-European,spa ,82,557,0.0193,0.398649,18,23
German,Germany,GermanNorwegian,Norwegian,28,7,3,Female,Indo-European,deu ,101,625,-0.0171,0.037325,6,13
English,Cameroon,EnglishFrench,French,25,4,4,Male,Indo-European,eng ,27,480,0.0094,0.083191,11,19
Spanish,Germany,SpanishFrench,French,41,5,1,Female,Indo-European,spa ,101,500,0.0193,0.398649,18,23
Turkish,Turkey,TurkishMonolingual,Monolingual,21,11,1,Female,Altaic,tur ,79,497,0.05,0.595079,8,20
Arabic,Iraq,ArabicEnglish,English,14,4,3,Male,Afro-Asiatic,ara ,47,522,0.0638,0.595079,21,24
Croatian,BosniaandHerzegovina,CroatianEnglish,English,28,10,4,Female,Indo-European,hrv ,91,507,0.0638,0.395005,11,19
Finnish,Finland,FinnishEnglish,English,20,1,3,Female,Uralic,fin ,111,593,0.0277,0.595079,13,17
German,Germany,GermanEnglish,English,20,1,3,Female,Indo-European,deu ,101,546,-0.0171,0.037325,6,13
German,Germany,GermanEnglish,English,30,1,4,Female,Indo-European,deu ,101,558,-0.0171,0.037325,6,13
Arabic,Morocco,ArabicFrench,French,22,2,1,Male,Afro-Asiatic,ara ,49,499,0.0638,0.595079,21,24
Igbo,Nigeria,IgboEnglish,English,33,3,3,Male,Niger-Congo,ibo ,35,460,0.3269,0.595079,15,17
Chinese,China,ChineseEnglish,English,24,1,3,Female,Sino-Tibetan,zho ,67,481,0.2937,0.595079,NA,NA
Russian,USSR,RussianEnglish,English,22,4,3,Male,Indo-European,rus ,90,481,0.0468,0.396083,12,22
Russian,USSR,RussianEnglish,English,29,4,3,Female,Indo-European,rus ,90,525,0.0468,0.396083,12,22
Arabic,Egypt,ArabicEnglish,English,36,6,4,Male,Afro-Asiatic,ara ,79,527,0.0638,0.595079,21,24
German,Germany,GermanEnglish,English,19,1,4,Female,Indo-European,deu ,101,560,-0.0171,0.037325,6,13
Persian,Iran,PersianEnglish,English,22,3,3,Female,Indo-European,fas ,77,523,0.0603,0.555295,21,21
Turkish,Netherlands,TurkishMonolingual,Monolingual,18,2,3,Male,Altaic,tur ,118,500,0.05,0.595079,8,20
German,Germany,GermanEnglish,English,20,1,3,Female,Indo-European,deu ,101,601,-0.0171,0.037325,6,13
Indonesian,Indonesia,IndonesianMonolingual,Monolingual,28,1,3,Female,Austronesian,ind ,64,499,0.1461,0.595079,19,20
Turkish,Netherlands,TurkishEnglish,English,17,1,3,Male,Altaic,tur ,118,527,0.05,0.595079,8,20
Turkish,Turkey,TurkishEnglish,English,25,5,3,Male,Altaic,tur ,79,476,0.05,0.595079,8,20
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,33,3,1,Female,Indo-European,srp ,85,496,0.0638,0.395005,11,19
Turkish,Turkey,TurkishMonolingual,Monolingual,11,12,3,Male,Altaic,tur ,79,533,0.05,0.595079,8,20
French,France,FrenchEnglish,English,36,2,4,Male,Indo-European,fra ,113,529,0.0128,0.398095,10,15
German,Germany,GermanEnglish,English,20,1,4,Female,Indo-European,deu ,101,522,-0.0171,0.037325,6,13
German,Germany,GermanEnglish,English,31,2,3,Female,Indo-European,deu ,101,489,-0.0171,0.037325,6,13
English,UnitedKingdom,EnglishMonolingual,Monolingual,40,3,3,Female,Indo-European,eng ,105,490,0.0094,0.083191,11,19
Serbian,Yugoslavia,SerbianEnglish,English,27,4,3,Female,Indo-European,srp ,85,518,0.0638,0.395005,11,19
English,Singapore,EnglishChinese,Chinese,30,1,4,Male,Indo-European,eng ,100,498,0.0094,0.083191,11,19
Spanish,Spain,SpanishMonolingual,Monolingual,31,1,4,Female,Indo-European,spa ,118,473,0.0193,0.398649,18,23
Serbian,Yugoslavia,SerbianEnglish,English,29,4,4,Female,Indo-European,srp ,85,496,0.0638,0.395005,11,19
Turkish,Turkey,TurkishMonolingual,Monolingual,18,15,1,Female,Altaic,tur ,79,503,0.05,0.595079,8,20
German,Nepal,GermanEnglish,English,40,2,3,Female,Indo-European,deu ,46,548,-0.0171,0.037325,6,13
Turkish,Turkey,TurkishMonolingual,Monolingual,17,5,3,Female,Altaic,tur ,79,505,0.05,0.595079,8,20
French,"Congo,Republic",FrenchEnglish,English,23,6,4,Male,Indo-European,fra ,43,453,0.0128,0.398095,10,15
Persian,Afghanistan,PersianMonolingual,Monolingual,19,2,3,Female,Indo-European,fas ,19,552,0.0603,0.555295,21,21
English,Australia,EnglishMonolingual,Monolingual,38,8,4,Male,Indo-European,eng ,148,564,0.0094,0.083191,11,19
Serbian,Yugoslavia,SerbianEnglish,English,17,1,3,Female,Indo-European,srp ,85,556,0.0638,0.395005,11,19
German,Germany,GermanEnglish,English,32,3,4,Female,Indo-European,deu ,101,563,-0.0171,0.037325,6,13
English,UnitedKingdom,EnglishMonolingual,Monolingual,22,1,4,Male,Indo-European,eng ,105,508,0.0094,0.083191,11,19
Polish,Poland,PolishEnglish,English,19,4,3,Female,Indo-European,pol ,100,522,0.0479,0.388004,14,25
German,Germany,GermanEnglish,English,21,5,3,Female,Indo-European,deu ,101,589,-0.0171,0.037325,6,13
German,Germany,GermanEnglish,English,35,4,4,Female,Indo-European,deu ,101,557,-0.0171,0.037325,6,13
Greek,Greece,GreekEnglish,English,49,2,4,Female,Indo-European,ell ,102,510,0.0403,0.497357,21,18
Russian,Estonia,RussianEnglish,English,34,1,3,Female,Indo-European,rus ,100,537,0.0468,0.396083,12,22
Kurdish,Iraq,KurdishMonolingual,Monolingual,15,4,2,Female,Indo-European,kur ,47,517,0.0523,0.4257,11,22
Persian,Iran,PersianMonolingual,Monolingual,24,4,2,Female,Indo-European,fas ,77,496,0.0603,0.555295,21,21
Arabic,Lebanon,ArabicRussian,Russian,26,6,4,Male,Afro-Asiatic,ara ,83,491,0.0638,0.595079,21,24
Arabic,Iraq,ArabicEnglish,English,21,5,3,Male,Afro-Asiatic,ara ,47,489,0.0638,0.595079,21,24
Arabic,Morocco,ArabicFrench,French,32,9,4,Male,Afro-Asiatic,ara ,49,512,0.0638,0.595079,21,24
Portugese,Brazil,PortugeseEnglish,English,26,1,4,Female,Indo-European,por ,106,511,0.0586,0.4087,15,18
Russian,Belarus,RussianMonolingual,Monolingual,29,2,3,Female,Indo-European,rus ,96,512,0.0468,0.396083,12,22
Byelorussian,Belarus,ByelorussianEnglish,English,27,4,4,Male,Indo-European,bel ,96,516,0.0468,0.398188,12,22
German,Germany,GermanEnglish,English,25,1,4,Female,Indo-European,deu ,101,598,-0.0171,0.037325,6,13
English,SouthAfrica,EnglishAfrikaans,Afrikaans,34,2,4,Female,Indo-European,eng ,93,546,0.0094,0.083191,11,19
Kurdish,Iraq,KurdishArabic,Arabic,23,11,4,Male,Indo-European,kur ,47,542,0.0523,0.4257,11,22
Polish,Poland,PolishMonolingual,Monolingual,28,2,3,Female,Indo-European,pol ,100,472,0.0479,0.388004,14,25
Arabic,Morocco,ArabicFrench,French,20,2,3,Male,Afro-Asiatic,ara ,49,513,0.0638,0.595079,21,24
Russian,Ukraine,RussianEnglish,English,26,1,1,Female,Indo-European,rus ,92,511,0.0468,0.396083,12,22
French,France,FrenchEnglish,English,26,2,3,Male,Indo-European,fra ,113,522,0.0128,0.398095,10,15
Polish,Poland,PolishEnglish,English,31,1,4,Female,Indo-European,pol ,100,514,0.0479,0.388004,14,25
Bosnian,BosniaandHerzegovina,BosnianGerman,German,26,5,4,Female,Indo-European,bos ,91,494,0.0638,0.395005,11,19
Tamazight,Morocco,TamazightArabic,Arabic,17,17,2,Male,Afro-Asiatic,tzm ,49,543,0.0838,0.595079,20,26
Arabic,Algeria,ArabicFrench,French,21,3,4,Female,Afro-Asiatic,ara ,83,508,0.0638,0.595079,21,24
Arabic,Morocco,ArabicFrench,French,23,12,2,Male,Afro-Asiatic,ara ,49,522,0.0638,0.595079,21,24
English,UnitedKingdom,EnglishMonolingual,Monolingual,30,18,3,Male,Indo-European,eng ,105,510,0.0094,0.083191,11,19
Russian,Russia,RussianEnglish,English,16,9,3,Female,Indo-European,rus ,84,550,0.0468,0.396083,12,22
Turkish,Turkey,TurkishMonolingual,Monolingual,22,3,3,Male,Altaic,tur ,79,497,0.05,0.595079,8,20
Kurdish,Iraq,KurdishEnglish,English,27,3,4,Male,Indo-European,kur ,47,489,0.0523,0.4257,11,22
Turkish,Turkey,TurkishMonolingual,Monolingual,21,2,3,Male,Altaic,tur ,79,484,0.05,0.595079,8,20
Norwegian,Norway,NorwegianEnglish,English,42,2,3,Female,Indo-European,nor ,113,556,-0.0076,0.1598,14,24
Arabic,Morocco,ArabicFrench,French,36,4,3,Male,Afro-Asiatic,ara ,49,463,0.0638,0.595079,21,24
Somali,Somalia,SomaliEnglish,English,15,8,4,Male,Afro-Asiatic,som ,8,466,0.042,0.595079,21,20
German,Austria,GermanEnglish,English,30,1,4,Female,Indo-European,deu ,100,634,-0.0171,0.037325,6,13
Tagalog,Philippines,TagalogEnglish,English,24,3,4,Female,Austronesian,tgl ,83,539,0.2423,0.595079,24,22
Tagalog,Philippines,TagalogEnglish,English,30,1,4,Female,Austronesian,tgl ,83,533,0.2423,0.595079,24,22
Indonesian,Indonesia,IndonesianEnglish,English,28,2,4,Male,Austronesian,ind ,64,493,0.1461,0.595079,19,20
Russian,USSR,RussianFrench,French,25,4,4,Male,Indo-European,rus ,90,533,0.0468,0.396083,12,22
Armenian,USSR,ArmenianRussian,Russian,18,4,2,Male,Indo-European,hye ,90,491,0.0298,0.492995,21,23
Turkish,Turkey,TurkishMonolingual,Monolingual,26,2,3,Female,Altaic,tur ,79,492,0.05,0.595079,8,20
German,Germany,GermanEnglish,English,28,2,4,Female,Indo-European,deu ,101,543,-0.0171,0.037325,6,13
Turkish,Turkey,TurkishEnglish,English,32,1,4,Male,Altaic,tur ,79,498,0.05,0.595079,8,20
Arabic,Iraq,ArabicEnglish,English,28,15,3,Female,Afro-Asiatic,ara ,47,480,0.0638,0.595079,21,24
Arabic,Morocco,ArabicFrench,French,23,1,4,Male,Afro-Asiatic,ara ,49,496,0.0638,0.595079,21,24
Persian,Afghanistan,PersianPersian,Persian,29,3,3,Male,Indo-European,fas ,19,540,0.0603,0.555295,21,21
Arabic,Iraq,ArabicGerman,German,41,1,4,Male,Afro-Asiatic,ara ,47,490,0.0638,0.595079,21,24
Serbian,Yugoslavia,SerbianEnglish,English,27,2,4,Female,Indo-European,srp ,85,471,0.0638,0.395005,11,19
German,Germany,GermanEnglish,English,19,1,3,Female,Indo-European,deu ,101,515,-0.0171,0.037325,6,13
Arabic,Egypt,ArabicFrench,French,29,7,1,Female,Afro-Asiatic,ara ,79,511,0.0638,0.595079,21,24
Persian,Iran,PersianEnglish,English,25,2,1,Female,Indo-European,fas ,77,499,0.0603,0.555295,21,21
German,Germany,GermanFrench,French,19,0,3,Female,Indo-European,deu ,101,514,-0.0171,0.037325,6,13
Spanish,Spain,SpanishFrench,French,22,23,4,Female,Indo-European,spa ,118,531,0.0193,0.398649,18,23
